expansion,card_code,name_ja,card_page_url,image_url,release_dates,products,illustrator_name,qa_count,qa_text,effect_text
hPR,hBP01-066,小鳥遊キアラ,https://hololive-official-cardgame.com/cardlist/?id=1450&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-066_P.png,,PRカード,イラストレーター名：タスキブカードナンバー：hBP01-066,4,"Q: Q hBP01-121〈Kotori〉がセットされている1stホロメンのhBP01-065〈小鳥遊キアラ〉に対して、1stホロメンのhBP01-066〈小鳥遊キアラ〉をBloomした場合、hBP01-121〈Kotori〉の能力でカードを引くことができますか？
A: A いいえ、できません。 Bloomレベルが上がるとは、Debutから1stホロメン、1stホロメンから2ndホロメンになることを指します。同じBloomレベルにBloomした場合は、Bloomレベルが上がったとは扱いません。

Q: Q hBP01-066〈小鳥遊キアラ〉のアーツ「跪きなさい。」の「このホロメンに重なっているホロメン１枚をアーカイブできる」というのは、どのカードをアーカイブすることができる能力ですか？
A: A この効果でアーカイブできるのは、このカード以外の、このカードの下に重ねられているホロメンカードになります。 例えば、Debutホロメン、1stホロメンホロメンと1枚ずつBloomしている場合、この能力を発揮できるのは1回だけになります。

Q: Q hBP01-066〈小鳥遊キアラ〉のアーツ「跪きなさい。」の「このホロメンに重なっているホロメン１枚をアーカイブできる」によってこのカードをアーカイブすることはできますか？
A: A いいえ、できません。

Q: Q 相手のhBP01-005〈鷹嶺ルイ〉のSP推しスキル「ホークアイ」の能力を使用された自分のhBP01-066〈小鳥遊キアラ〉は「跪きなさい。」を使用することはできますか？
A: A はい、使用できます。 センターホロメンやバックホロメンの移動のみを制限するため、ホロメンに重なっているカードはその能力の影響を受けません。","カードタイプ
ホロメン
タグ
#EN
#Myth
#トリ
レアリティ
P
収録商品
PRカード
色
HP
120
Bloomレベル
1st
バトンタッチ
アーツ
不死鳥の剣姫　50
アーツ
跪きなさい。　40
このホロメンに重なっているホロメン1枚をアーカイブできる：相手のコラボホロメンに特殊ダメージ40を与える。
イラストレーター名：
タスキブ
カードナンバー：
hBP01-066"
hPR,hBP01-070,尾丸ポルカ,https://hololive-official-cardgame.com/cardlist/?id=1440&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-070_P_02.png,,PRカード,イラストレーター名：gahaカードナンバー：hBP01-070,0,,"カードタイプ
ホロメン
タグ
#JP
#5期生
#ケモミミ
レアリティ
P
収録商品
PRカード
色
HP
110
Bloomレベル
1st
バトンタッチ
キーワード
宴の始まりだ！
自分のデッキから、ファン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
アーツ
共依存　70
このアーツは、このホロメンに〈座員〉が付いていないと使えない。
イラストレーター名：
gaha
カードナンバー：
hBP01-070"
hPR,hBP01-080,星街すいせい,https://hololive-official-cardgame.com/cardlist/?id=1451&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-080_P.png,,PRカード,イラストレーター名：でいりーカードナンバー：hBP01-080,0,,"カードタイプ
ホロメン
タグ
#JP
#0期生
#歌
レアリティ
P
収録商品
PRカード
色
HP
110
Bloomレベル
1st
バトンタッチ
キーワード
雪山の記憶
サイコロを１回振れる：奇数の時、相手のHPが40以上減っているバックホロメン１人をダウンさせる（ダウンしても相手のライフは減らない）。
アーツ
戦うメイドさん　70
イラストレーター名：
でいりー
カードナンバー：
hBP01-080"
hPR,hBP01-102,アイドルマイク,https://hololive-official-cardgame.com/cardlist/?id=221&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-102_P.png,,PRカード,イラストレーター名：DSマイルカードナンバー：hBP01-102,1,"Q: Q hBP01-102〈アイドルマイク〉の「このカードは、自分の手札がこのカードを含まずに６枚以下でなければ使えない。」とは6枚のときも含みますか？
A: A はい、含みます。","カードタイプ
サポート・アイテム・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分の手札がこのカードを含まずに６枚以下でなければ使えない。
自分のデッキの上から４枚を見る。その中から、#歌を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
DSマイル
カードナンバー：
hBP01-102"
hPR,hBP01-104,ふつうのパソコン,https://hololive-official-cardgame.com/cardlist/?id=184&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-104_P.png,,PRカード,イラストレーター名：JinArt KABAKURAカードナンバー：hBP01-104,3,"Q: Q hSD13-014〈セシリア・イマーグリーン〉のギフト「正義の旋律」は、hBP01-104〈ふつうのパソコン〉などでステージに出した場合も発揮されますか？
A: A はい、されます。

Q: Q 自分のステージに6人のホロメンがいて、これ以上ホロメンを出すことができない時に、hBP01-104〈ふつうのパソコン〉を使用することができますか？
A: A いいえ、使用できません。

Q: Q hBP01-104〈ふつうのパソコン〉を使用し、デッキの中に望むカードがなかった場合、他にDebutホロメンがある場合でもそれを公開しなくてもよいですか？
A: A はい、公開しなくてもよいです。 その場合は、デッキをシャッフルして能力が終了します。","カードタイプ
サポート・アイテム
レアリティ
P
収録商品
PRカード
能力テキスト
自分のデッキから、Debutホロメン１枚を公開し、ステージに出す。そしてデッキをシャッフルする。
イラストレーター名：
JinArt KABAKURA
カードナンバー：
hBP01-104"
hPR,hBP01-108,じゃあ敵だね,https://hololive-official-cardgame.com/cardlist/?id=834&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-108_P.png,,PRカード,イラストレーター名：冬ゆきカードナンバー：hBP01-108,3,"Q: Q hBP01-108〈じゃあ敵だね〉について、相手のステージにセンターホロメンがいない場合や、バックホロメンがいない場合に、このカードを使用することはできますか？
A: A いいえ、使用できません。対象を選ぶことができず、その後の効果を解決できない場合に、サポートカードの使用ができません。

Q: Q hBP01-108〈じゃあ敵だね〉について、相手のセンターホロメンとバックホロメンを交代させる時、お休みしているホロメンを選ぶことはできますか？
A: A はい、できます。

Q: Q ターンプレイヤーが「じゃあ敵だね」を使った時、交代させるバックホロメンを選ぶのはどちらのプレイヤーですか？
A: A 「じゃあ敵だね」を使ったターンプレイヤーになります。","カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
相手のセンターホロメンとバックホロメン１人を交代させる。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
冬ゆき
カードナンバー：
hBP01-108"
hPR,hBP01-113,Promise,https://hololive-official-cardgame.com/cardlist/?id=222&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-113_P.png,,PRカード,イラストレーター名：Hydeカードナンバー：hBP01-113,1,"Q: Q hBP01-113〈Promise〉の「このカードは、自分の手札がこのカードを含まずに６枚以下でなければ使えない。」とは6枚のときも含みますか。
A: A はい、含みます。","カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分の手札がこのカードを含まずに６枚以下でなければ使えない。
自分のデッキの上から４枚を見る。その中から、#Promiseを持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
Hyde
カードナンバー：
hBP01-113"
hPR,hBP01-114,石の斧,https://hololive-official-cardgame.com/cardlist/?id=1105&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-114_P.png,,PRカード,イラストレーター名：JinArt こばやかわやまとカードナンバー：hBP01-114,14,"Q: Q hBP01-035〈アキ・ローゼンタール〉のブルームエフェクト「ブレーメンの音楽祭」やhBP05-026〈アキ・ローゼンタール〉のコラボエフェクト「トワイライトリゾート」の能力で、アーカイブにあるhBP05-082〈アキ・ローゼンタールの斧〉をステージのホロメンに付ける場合、手札1枚か自分のステージのhBP01-114〈石の斧〉をアーカイブしなければなりませんか？
A: A いいえ、アーカイブする必要はありません。

Q: Q hBP01-035〈アキ・ローゼンタール〉のブルームエフェクト「ブレーメンの音楽祭」やhBP05-026〈アキ・ローゼンタール〉のコラボエフェクト「トワイライトリゾート」の能力で、すでにhBP01-114〈石の斧〉が付いているホロメンを選んでhBP05-082〈アキ・ローゼンタールの斧〉に付け替えることはできますか？
A: A いいえ、できません。

Q: Q hBP01-114〈石の斧〉とhBP05-082〈アキ・ローゼンタールの斧〉は、同じデッキに４枚ずつ入れることはできますか？
A: A はい、できます。

Q: Q すでにhBP01-114〈石の斧〉が付いているホロメンに、手札からhBP05-082〈アキ・ローゼンタールの斧〉を付け替えることはできますか？
A: A はい、できます。 その場合、hBP05-082〈アキ・ローゼンタールの斧〉の能力によってすでに付いているhBP01-114〈石の斧〉をアーカイブし、hBP05-082〈アキ・ローゼンタールの斧〉をそのホロメンに付けます。

Q: Q hBP05-026〈アキ・ローゼンタール〉のコラボエフェクト「トワイライトリゾート」の能力で、すでにツールが付いているホロメンを選んでhBP01-114〈石の斧〉に付け替えることはできますか？
A: A いいえ、できません。 すでにツールが付いているホロメンにツールを付けることはできません。

Q: Q hBP01-114〈石の斧〉とhBP01-121〈Kotori〉が付いているホロメンがアーツを使った時、hBP01-121〈kotori〉の能力によってhBP01-114〈石の斧〉によるダメージを「-10」することはできますか？
A: A はい、できます。

Q: Q hBP01-114〈石の斧〉が付いている自分のhBP01-037〈アキ・ローゼンタール〉が、hBP01-037〈アキ・ローゼンタール〉のブルームエフェクト「ゴシックドール」によって回復した場合、hBP01-114〈石の斧〉の能力でカードを引けますか
A: A はい、引けます。

Q: Q 自分のホロメンにhBP01-114〈石の斧〉とhBP01-126〈座員〉が付いている状態でアーツを使いました。hBP01-114〈石の斧〉の能力で特殊ダメージ10を受ける時、hBP01-126〈座員〉の能力「このファンが付いているホロメンが受けるダメージ+10」は適用されますか？
A: A はい、適用されて合計20ダメージ受けます。

Q: Q hBP01-114〈石の斧〉の「■このツールが付いているホロメンのアーツ+20。」の能力は、アーツのテキストによる特殊ダメージにも適用されますか？
A: A いいえ、適用されません。

Q: Q hBP01-114〈石の斧〉とhBP01-119〈ジョブズ〉が付いていて、残りHPが10の自分のhBP01-034〈アキ・ローゼンタール〉がアーツを使った時、相手のホロメンにアーツダメージを与えることはできますか？
A: A はい、与えることができます。 アーツ使用の宣言の後に、hBP01-114〈石の斧〉とhBP01-119〈ジョブズ〉の「アーツを使った時」の能力が同時に誘発し待機状態となります。 アーツダメージを与える処理までを行った後、チェックタイミング待機状態の能力の解決順番を選ぶことになり、先に〈ジョブズ〉の能力を発揮してHPを10回復し、その後〈石の斧〉の能力で10ダメージが与えられる場合、hBP01-034〈アキ・ローゼンタール〉はダウンしません。

Q: Q hBP01-114〈石の斧〉が付いていて、残りHPが10の自分のhBP01-034〈アキ・ローゼンタール〉がアーツを使用した場合、相手のホロメンにアーツダメージを与えることはできますか？
A: A はい、与えることができます。 残りHPが10のhBP01-034〈アキ・ローゼンタール〉が〈石の斧〉が付いている状態でアーツを使った場合、アーツダメージを与える処理までを行った後、〈石の斧〉の「アーツを使った時」の能力が発揮し、〈アキ・ローゼンタール〉は10ダメージを受けて、ダウンします。

Q: Q hBP01-114〈石の斧〉が付いている残りHPが10の自分のhBP01-034〈アキ・ローゼンタール〉がアーツを使用し、hBP01-114〈石の斧〉の能力でダメージを受け、ダウンしました。センターホロメンが不在の状態ですが、次の自分のターンのリセットステップまで自分のセンターホロメンは不在のままになりますか？
A: A いいえ、そのターンのエンドステップでセンターホロメンを設定します。 バックポジションのお休みしていないホロメンがいる場合は、お休みしていないホロメンの中から1人選び、センターポジションに移動させます。 お休みしているホロメンしかいない場合は、そのホロメンをお休みしている状態のままセンターポジションに移動させます。

Q: Q hBP01-114〈石の斧〉が付いている残りHPが10の自分のhBP01-034〈アキ・ローゼンタール〉がアーツを使用してダウンした場合、自分のライフは減りますか？
A: A はい、ライフは減ります。 自分のカードの能力で自分のホロメンにダメージを与えてダウンした時でも、ライフの増減に関する特別な表記がない場合は、ライフが減ることになります。

Q: Q 自分のアーカイブに4枚のhBP01-114〈石の斧〉が存在している状態でhBP01-003〈アキ・ローゼンタール〉の推しスキル「サバイバルパワー」を使用することはできますか？
A: A はい、使用できます。 使用した場合は、デッキの中を確認した後、デッキをシャッフルします。","カードタイプ
サポート・ツール
レアリティ
P
収録商品
PRカード
能力テキスト
■このツールが付いているホロメンのアーツ+20。
■このツールが付いているホロメンがアーツを使った時、このホロメンに特殊ダメージ10を与える。
◆１st以上の〈アキ・ローゼンタール〉に付いていたら能力追加
[ターンに１回]自分の能力で、このホロメンが回復した時、自分のデッキを１枚引く。
ツールは、自分のホロメン１人につき１枚だけ付けられる。
イラストレーター名：
JinArt こばやかわやまと
カードナンバー：
hBP01-114"
hPR,hBP01-115,星街すいせいのマイク,https://hololive-official-cardgame.com/cardlist/?id=824&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-115_P.png,,PRカード,イラストレーター名：JinArt こばやかわやまとカードナンバー：hBP01-115,2,"Q: Q hBP01-115〈すいせいのマイク〉が付いているhBP01-079〈星街すいせい〉が、ブルームエフェクトの特殊ダメージで、相手のホロメンをダウンさせました。hBP01-115〈すいせいのマイク〉の「このツールが付いているホロメンが相手のホロメンをダウンさせた時」という条件は満たしますか？
A: A はい、満たします。

Q: Q hBP01-115〈星街すいせいのマイク〉の「このツールが付いているホロメンのアーツ+10。」の能力は、アーツのテキストによる特殊ダメージにも適用されますか？
A: A いいえ、適用されません。","カードタイプ
サポート・ツール
レアリティ
P
収録商品
PRカード
能力テキスト
このツールが付いているホロメンのアーツ+10。
◆１st以上の〈星街すいせい〉に付いていたら能力追加
このツールが付いているホロメンが相手のホロメンをダウンさせた時、自分のエールデッキの上から１枚を、このホロメンに送る。
ツールは、自分のホロメン１人につき１枚だけ付けられる。
イラストレーター名：
JinArt こばやかわやまと
カードナンバー：
hBP01-115"
hPR,hBP01-126,座員,https://hololive-official-cardgame.com/cardlist/?id=857&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP01-126_P_02.png,,PRカード,イラストレーター名：JinArt KABAKURAカードナンバー：hBP01-126,9,"Q: Q 自分のアーカイブにhBP01-126〈座員〉が4枚ある時、hBP05-034〈尾丸ポルカ〉のブルームエフェクト「おまたせ～！」の能力で手札を4枚捨てました。 この場合、必ずhBP01-126〈座員〉を4枚手札に戻さなければなりませんか？
A: A はい、必ず戻します。

Q: Q hBP05-034〈尾丸ポルカ〉のブルームエフェクト「おまたせ～！」の能力で、自分のアーカイブにあるhBP01-126〈座員〉の枚数以上のカードを捨てることはできますか？
A: A はい、できます。

Q: Q 自分の手札が0枚で、ステージにhBP01-126〈座員〉が4枚ある時、hBP05-003〈尾丸ポルカ〉の推しスキル「ポルカの伝説」の能力で3枚だけ引くことはできますか？
A: A いいえ、できません。

Q: Q 自分の手札が0枚でデッキが3枚あり、ステージにhBP01-126〈座員〉が4枚ある時、hBP05-003〈尾丸ポルカ〉の推しスキル「ポルカの伝説」の能力で3枚引くことはできますか？
A: A はい、できます。

Q: Q 自分の手札が4枚あり、ステージにhBP01-126〈座員〉が4枚ある時、hBP05-003〈尾丸ポルカ〉の推しスキル「ポルカの伝説」を使うことはできますか？
A: A はい、使えます。 ただし、4枚になるまでカードを引けないため、何もせず効果の解決を終えます。

Q: Q hBP04-072〈大空スバル〉のアーツ「太陽少女」は、hBP01-126〈座員〉やhBP03-107〈35P〉も数えることができますか？
A: A いいえ、数えられません。

Q: Q hBP03-045〈こぼ・かなえる〉のブルームエフェクト「ブルーレイン」を使用し、相手のhBP01-126〈座員〉が付いている〈尾丸ポルカ〉2人それぞれに「10」ダメージと「20」ダメージを与えようとしました。 この場合、与えられるダメージは「20」ダメージと「30」ダメージになりますか？
A: A はい、それぞれに与えられるダメージに加え、hBP01-126〈座員〉の能力により受けるダメージが「+10」ずつされるため、「20」ダメージと「30」ダメージを与えることになります。

Q: Q 自分のホロメンにhBP01-114〈石の斧〉とhBP01-126〈座員〉が付いている状態でアーツを使いました。hBP01-114〈石の斧〉の能力で特殊ダメージ10を受ける時、hBP01-126〈座員〉の能力「このファンが付いているホロメンが受けるダメージ+10」は適用されますか？
A: A はい、適用されて合計20ダメージ受けます。

Q: Q hBP01-126〈座員〉は、ホロメンに付いている時、常にエールとしても扱われますか？
A: A いいえ、このカードはアーツを使うときに、そのアーツを使う条件を見るときだけエールとして扱います。それ以外のタイミングではホロメンに付いているサポートカードとして扱われます。","カードタイプ
サポート・ファン
レアリティ
P
収録商品
PRカード
能力テキスト
■このファンが付いているホロメンがアーツを使う時、このファンを赤エールとしても扱う。
■このファンが付いているホロメンが受けるダメージ+10。
このファンは、自分の〈尾丸ポルカ〉だけに付けられ、１人につき何枚でも付けられる。
イラストレーター名：
JinArt KABAKURA
カードナンバー：
hBP01-126"
hPR,hBP02-054,森カリオペ,https://hololive-official-cardgame.com/cardlist/?id=1737&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP02-054_03_P.png,,PRカード,イラストレーター名：MONカードナンバー：hBP02-054,0,,"カードタイプ
ホロメン
タグ
#EN
#Myth
#歌
レアリティ
P
収録商品
PRカード
色
HP
90
Bloomレベル
Debut
バトンタッチ
アーツ
グリム・リーパーの第一弟子　30+
自分のアーカイブにホロメンがある時、このアーツ+10。
エクストラ
このホロメンはデッキに何枚でも入れられる
イラストレーター名：
MON
カードナンバー：
hBP02-054"
hPR,hBP02-079,爆発の魔法,https://hololive-official-cardgame.com/cardlist/?id=1107&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP02-079_P.png,,PRカード,カードナンバー：hBP02-079,1,"Q: Q hBP02-079〈爆発の魔法〉の「自分の#魔法を持つイベントはターンに1回しか使えない。」というのは、このカードは1ターンに1回しか使えないということですか？
A: A いいえ、違います。 このカードを使った場合、そのターン中#魔法というタグを持っているイベント全てが使えません。","カードタイプ
サポート・イベント
タグ
#魔法
レアリティ
P
収録商品
PRカード
能力テキスト
相手のセンターホロメンかコラボホロメンに特殊ダメージ20を与える。ただし、ダウンしても相手のライフは減らない。自分の#魔法を持つイベントはターンに1回しか使えない。
カードナンバー：
hBP02-079"
hPR,hBP02-080,秘密結社holoX,https://hololive-official-cardgame.com/cardlist/?id=1745&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP02-080_P_2.png,,PRカード,イラストレーター名：kobutaカードナンバー：hBP02-080,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#秘密結社holoxを持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
kobuta
カードナンバー：
hBP02-080"
hPR,hBP02-085,HOLOLIVE FANTASY,https://hololive-official-cardgame.com/cardlist/?id=1164&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP02-085_02_P.png,,PRカード,イラストレーター名：スライムカードナンバー：hBP02-085,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#3期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
スライム
カードナンバー：
hBP02-085"
hPR,hBP03-088,凸待ち,https://hololive-official-cardgame.com/cardlist/?id=820&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP03-088_P_1.png,,PRカード,イラストレーター名：夏色まつりカードナンバー：hBP03-088,7,"Q: Q ターンプレイヤーがhBP03-088〈凸待ち〉を使った時、コラボポジションに移動させるバックホロメンを選ぶのはどちらのプレイヤーですか？
A: A hBP03-088〈凸待ち〉を使っていないプレイヤーになります。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のバックホロメンをコラボポジションに移動させた場合、相手は自身のリセットステップでそのホロメンをバックポジションへ移動させますか？
A: A はい、バックポジションへ移動させ、お休みさせます。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のバックホロメンをコラボポジションに移動させた場合、「コラボした時」の能力は発揮されますか？
A: A いいえ、されません。

Q: Q 相手のバックポジションにホロメンがおらず、コラボポジションが不在の時、hBP03-088〈凸待ち〉は使用できますか？
A: A いいえ、使用できません。 そのカードを解決した結果、そのサポートカードがアーカイブに置かれる以外にゲームの状態が変化しない場合、そのサポートカードはプレイできません。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のお休みしているホロメンもコラボポジションへ移動させることはできますか？
A: A はい、できます。

Q: Q hBP03-088〈凸待ち〉を使用し、コラボポジションにホロメンが移動した時、ホロパワーを貯めることはできますか？
A: A いいえ、ホロパワーは「コラボする」時のみしか貯めることはできません。

Q: Q hBP03-088〈凸待ち〉は、相手とライフの枚数が同じでも使用できますか？
A: A いいえ、使用できません。","カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分のライフが相手より少ない時にしか使えない。
相手のコラボホロメンがいない時、相手は、自身のバックホロメン1人をコラボポジションに移動させる（移動はコラボとしては扱わない）。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
夏色まつり
カードナンバー：
hBP03-088"
hPR,hBP03-088,凸待ち,https://hololive-official-cardgame.com/cardlist/?id=821&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP03-088_P_2.png,,PRカード,イラストレーター名：森カリオペカードナンバー：hBP03-088,7,"Q: Q ターンプレイヤーがhBP03-088〈凸待ち〉を使った時、コラボポジションに移動させるバックホロメンを選ぶのはどちらのプレイヤーですか？
A: A hBP03-088〈凸待ち〉を使っていないプレイヤーになります。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のバックホロメンをコラボポジションに移動させた場合、相手は自身のリセットステップでそのホロメンをバックポジションへ移動させますか？
A: A はい、バックポジションへ移動させ、お休みさせます。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のバックホロメンをコラボポジションに移動させた場合、「コラボした時」の能力は発揮されますか？
A: A いいえ、されません。

Q: Q 相手のバックポジションにホロメンがおらず、コラボポジションが不在の時、hBP03-088〈凸待ち〉は使用できますか？
A: A いいえ、使用できません。 そのカードを解決した結果、そのサポートカードがアーカイブに置かれる以外にゲームの状態が変化しない場合、そのサポートカードはプレイできません。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のお休みしているホロメンもコラボポジションへ移動させることはできますか？
A: A はい、できます。

Q: Q hBP03-088〈凸待ち〉を使用し、コラボポジションにホロメンが移動した時、ホロパワーを貯めることはできますか？
A: A いいえ、ホロパワーは「コラボする」時のみしか貯めることはできません。

Q: Q hBP03-088〈凸待ち〉は、相手とライフの枚数が同じでも使用できますか？
A: A いいえ、使用できません。","カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分のライフが相手より少ない時にしか使えない。
相手のコラボホロメンがいない時、相手は、自身のバックホロメン1人をコラボポジションに移動させる（移動はコラボとしては扱わない）。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
森カリオペ
カードナンバー：
hBP03-088"
hPR,hBP03-088,凸待ち,https://hololive-official-cardgame.com/cardlist/?id=822&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP03-088_P_3.png,,PRカード,イラストレーター名：綺々羅々ヴィヴィカードナンバー：hBP03-088,7,"Q: Q ターンプレイヤーがhBP03-088〈凸待ち〉を使った時、コラボポジションに移動させるバックホロメンを選ぶのはどちらのプレイヤーですか？
A: A hBP03-088〈凸待ち〉を使っていないプレイヤーになります。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のバックホロメンをコラボポジションに移動させた場合、相手は自身のリセットステップでそのホロメンをバックポジションへ移動させますか？
A: A はい、バックポジションへ移動させ、お休みさせます。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のバックホロメンをコラボポジションに移動させた場合、「コラボした時」の能力は発揮されますか？
A: A いいえ、されません。

Q: Q 相手のバックポジションにホロメンがおらず、コラボポジションが不在の時、hBP03-088〈凸待ち〉は使用できますか？
A: A いいえ、使用できません。 そのカードを解決した結果、そのサポートカードがアーカイブに置かれる以外にゲームの状態が変化しない場合、そのサポートカードはプレイできません。

Q: Q hBP03-088〈凸待ち〉を使用し、相手のお休みしているホロメンもコラボポジションへ移動させることはできますか？
A: A はい、できます。

Q: Q hBP03-088〈凸待ち〉を使用し、コラボポジションにホロメンが移動した時、ホロパワーを貯めることはできますか？
A: A いいえ、ホロパワーは「コラボする」時のみしか貯めることはできません。

Q: Q hBP03-088〈凸待ち〉は、相手とライフの枚数が同じでも使用できますか？
A: A いいえ、使用できません。","カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分のライフが相手より少ない時にしか使えない。
相手のコラボホロメンがいない時、相手は、自身のバックホロメン1人をコラボポジションに移動させる（移動はコラボとしては扱わない）。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
綺々羅々ヴィヴィ
カードナンバー：
hBP03-088"
hPR,hBP03-092,ホロライブ0期生,https://hololive-official-cardgame.com/cardlist/?id=1397&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP03-092_P.png,,PRカード,イラストレーター名：POROカードナンバー：hBP03-092,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#0期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
PORO
カードナンバー：
hBP03-092"
hPR,hBP03-093,ホロライブ4期生,https://hololive-official-cardgame.com/cardlist/?id=1159&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP03-093_02_P.png,,PRカード,イラストレーター名：TAYAカードナンバー：hBP03-093,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
P
収録商品
PRカード
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#4期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
TAYA
カードナンバー：
hBP03-093"
